ID	l [deg]	b [deg]	Area [pc^2]	Distance [kpc]	Flag	Mass [M_o]	# of distance points
280 	34.20283333333191 	-0.15916666666665075   	10.277764666555488   	5.2 	A	234.15542842982555 	1 
281 	34.13149999999859 	0.07583333333332574    	11.920524949658674   	3.45	A	1148.7115216702173 	2 
282 	33.90883333333194 	0.16783333333331654    	73.82075400227357    	7.8 	B	2953.8867209236246 	1 
283 	33.80783333333195 	0.19916666666664673    	6.940590919865531    	3.41	B	302.09298784600577 	1 
284 	33.73716666666529 	0.24549999999997543    	5.868115146878087    	3.41	B	431.1149222983699  	2 
285 	33.68583333333196 	0.30283333333330303    	1.8645974655225726   	2.34	B	111.37500646946958 	3 
286 	34.021499999998596	-0.33383333333329995   	0.4113770253653944   	0.8 	A	21.246540485588728 	1 
287 	33.978833333331934	-0.022499999999997747  	1.390530706552898    	3.53	A	188.72770569992494 	1 
288 	33.962499999998606	0.03916666666666275    	14.084589411020763   	6.92	A	822.3965080776268  	1 
289 	33.82049999999862 	-0.21783333333331154   	0.2642292114900258   	0.8 	A	4.775466912047448  	1 
290 	33.74283333333196 	-0.009833333333332347  	12.043179702047816   	6.91	B	3704.0618547093172 	5 
291 	33.71149999999862 	-0.011499999999998844  	8.654217297969144    	6.91	B	2775.2686186400383 	1 
292 	33.71816666666529 	-0.025833333333330752  	0.5995732245651825   	6.91	B	122.80017227334417 	1 
293 	33.6691666666653  	-0.028166666666663842  	1.8213450783961205   	6.91	B	687.6646478570975  	1 
294 	33.66783333333196 	-0.04116666666666255   	0.324836167486797    	6.91	B	112.5481833056736  	1 
295 	33.58916666666531 	-0.03549999999999645   	30.07401114806868    	6.91	B	2429.460735522655  	1 
296 	33.56849999999864 	0.02749999999999725    	18.920788949743216   	6.55	A	1465.6680260519208 	1 
297 	33.51383333333198 	-0.04383333333332895   	4.392560712582657    	6.91	B	299.4990275891778  	1 
298 	33.450833333331985	-0.07683333333332565   	6.163806680570366    	6.91	A	506.87666557002956 	2 
299 	33.721833333331965	0.10316666666665635    	13.128093569519764   	8.41	A	319.1581343077831  	1 
300 	33.6211666666653  	0.03416666666666325    	8.74139468440813     	9.19	A	902.0557550524911  	1 
301 	33.51383333333198 	-0.17049999999998294   	15.634523827485484   	8.97	A	315.5521555220311  	1 
302 	33.49783333333198 	-0.12616666666665405   	5.347642658791156    	6.95	A	329.74897127434446 	1 
303 	33.49349999999865 	0.07949999999999205    	3.6464099077980365   	6.96	A	172.67386646724697 	2 
304 	33.456499999998655	0.29083333333330424    	19.60798497910788    	8.92	A	585.687770717887   	1 
305 	33.42083333333199 	0.12583333333332075    	3.846658738599329    	4.76	A	254.51854493444728 	1 
306 	33.387833333332   	0.16249999999998374    	41.67814324480486    	9.21	A	1934.5879654286002 	1 
